epoch,lr-Adam,step,train_loss
,0.001,0,
0,,9,0.871087908744812
0,,19,0.872855007648468
0,,29,0.8354227542877197
0,,39,0.9288990497589111
0,,49,0.7430939674377441
0,,59,0.8023581504821777
0,,69,0.8326767683029175
0,,79,0.7985514402389526
0,,89,0.7814242839813232
0,,99,0.882895827293396
0,,109,0.8334035873413086
0,,119,0.6737102270126343
0,,129,0.8153828382492065
0,,139,0.7517757415771484
0,,149,0.7444300055503845
